------ 3403180543 ------
RD_34853a3f-1497-47db-98d2-9a960b660221 = "${t:40.41}[img=music][img=music][img=music]",
RD_3730ac2b-b35e-4524-8e80-5e44f564ec95 = "${t:1.75}以及美国梦的一部分.",
RD_38fe9b5a-e932-477c-a6b5-96b9e7ea84da = "${t:36.76}[img=music][img=music][img=music]",
RD_398193e5-1bdf-4e2f-bbd4-65cf3c40c398 = "${t:2.51}以及美国公民的恐惧都不是",
RD_3c8db4ad-cd97-4a8f-a513-da357a1919eb = "${t:17.23}[img=music][img=music][img=music]",
RD_3d0828e9-abd3-4a5d-bfc2-08d0511456f8 = "${t:4.68}在演习现场报道, 现在我们在西点,",
RD_3d7d22a2-0c40-4f42-bd53-43709737d90c = "${t:4.11}要是那些讨厌的绿军装早告诉我们空气中有病毒就好了?",
RD_3df26cce-a783-44ff-a95c-0916d829f8cf = "${t:3.96}以上是我们对肯塔基州的独家新闻报道.",
RD_3e593fe3-7ff3-4b1a-8deb-9ef7442e1317 = "${t:7.03}[img=music]",
RD_3e611a41-5b07-45ca-ae65-35235f8c0f0e = "${t:3.13}我儿子昨天参加派对后就生病了,",
RD_3ed4a1e2-7d1b-41be-8b55-f8a0ff2aae7b = "${t:3.87}路易斯维尔郊区已报告多例病例.",
RD_3f370cfc-bd38-473f-a5a1-0bb6974ee958 = "${t:2.04}[img=music]",
RD_3fee99ec-c8b6-4ebc-9f2f-116043153195 = "${t:60.01}[img=music][img=music][img=music]",
RD_402f7f6d-7db3-42f4-a1da-492cf4a5b576 = "${t:4.31}[img=music]",
RD_466a8ecb-4c0e-42c2-81b4-c933ade357c4 = "${t:6.97}军方缺乏沟通, 让市民包括当局都感到困惑.",
RD_49e2f76f-dd4a-420a-a8ae-635ba31c0b8a = "${t:3.04}今天下午, 总统发表了声明.",
RD_4a1c5acd-aead-4a8a-8498-a51f4135ae17 = "${t:0.45}*咔哒*",
RD_4ac25618-a675-47a1-aca0-9752e34a6c70 = "${t:3.53}市民们对被隐瞒的秘密感到愤怒,",
RD_4c580b24-fa1f-4c10-acaf-fa9b2e44b9c1 = "${t:4.54}今晚将实施宵禁, 建议您待在您的-",
RD_4db6a444-1989-47ea-9161-9e3b0fb78a11 = "${t:2.56}我正在罗斯伍德镇报道,",
RD_4e5a5a0f-b330-41f9-bc87-362f7c075b38 = "${t:3.62}完全没有回应. 回到你那里, 电视台.",
RD_514c6101-b505-4f3f-9674-f7f1bce82445 = "${t:4.40}我们回到路易斯维尔检查站.",
RD_523a5733-8640-40c9-9fb3-2fb08f0368cf = "${t:3.27}一些人已经被发现死在繁忙的街道中央.",
RD_5346e723-025f-4e5a-98d6-29c173c75bd6 = "${t:3.98}肯塔基州州长就军方的例行演习发表讲话,",
RD_5586c213-15c2-4779-8861-68686c437738 = "${t:2.27}从我们这里可以看到,",
RD_55bee40b-5b8c-494e-8c25-e9f0cb0a0d2d = "${t:2.67}批评缺乏沟通",
RD_56bdf80b-f484-4a69-a82f-e582c9f8d56b = "${t:3.89}我们正在不懈努力提供保护, 然而..",
RD_57899299-19af-4e39-b1db-c057af5cbcdc = "${t:4.35}我看到一些穿着医疗服的人, 似乎是诺克斯县的居民.",
RD_59045d12-bdc9-4353-a5e5-beed43a0891f = "${t:4.02}他们本可以给出一个直接的答案, 我们都能接受.",
RD_5c8475ba-dbda-421d-91eb-226163d042b0 = "${t:4.10}我们中断节目, 为您播报最新进展.",
RD_5ecee4a0-4a35-454a-b013-0ebbb5eb75f4 = "${t:4.19}罗斯伍德 gated 社区有16名入室盗窃者被逮捕,",
RD_6035004a-5c36-477f-8568-c92e5bb1941d = "${t:2.09}嫌疑人尚未找到.",
RD_60c291a5-804f-4bb5-84d3-4956c19bca67 = "${t:2.68}如果遇到生病的人..",
RD_618925e5-01de-4e3b-ac78-a869ac339161 = "${t:4.78}从今天起, 我们将保持透明.",
RD_618a695b-758e-43dd-98c3-6bc7af54cda6 = "${t:6.39}我要求所有公民不要恐慌, 请相信急救人员和维和部队.",
RD_62014693-39b8-4b52-8bba-ae4df1c68e69 = "${t:2.94}他们一定在隐瞒什么.",
RD_630a0724-7e37-440e-9116-93c517c0fed4 = "${t:4.17}每个人都要留意潜在的抢劫者,",
RD_64da72e8-e34b-4fdc-8599-2cae4b6dfecb = "${t:4.19}他们在路易斯维尔入口处设立了检查站和一些帐篷.",
RD_65289d7e-9271-4111-9252-7eb09460d515 = "${t:3.20}现在我们来看看军事演习的进展.",
RD_66455174-ce6c-417c-90dc-3923b7314777 = "${t:6.40}无论如何, 这只是暂时的, 我向大家保证里面的每个人都很安全. \"",
RD_687be73d-3732-4e4b-8add-aa8930e99e5e = "${t:1.78}遏制病毒传播",
RD_691475de-a722-4ac1-9cb6-ef2ab305f641 = "${t:4.76}我们刚刚收到华盛顿特区骚乱的最新消息.",
RD_69bbaf58-7031-4c2d-9ac6-18bcb6136e2d = "${t:3.86}我们中断这个节目, 为您带来关于肯塔基州的特别报道.",
RD_6a07f62c-4ee3-46e9-bcf2-4d5ee93dae2f = "${t:2.37}并封锁出入口.",
RD_6bb7fbab-0b6d-420a-8260-23e29f436aaf = "${t:3.77}感谢您成为肯塔基州的杰出市民之一",
RD_6e8c4f8e-7ca3-47e6-b31f-ca0a33bcc092 = "${t:4.37}除了疾病, 我们不知道里面发生了什么.",
RD_71b0b124-5c65-4540-9af2-4d33e2536628 = "${t:4.91}越来越多的人预订航班, 想在出事前离开.",
RD_72c97401-8e5f-4758-8bd5-aa9ad2b0b006 = "${t:1.57}发烧和压力.",
RD_72d24068-ea35-42c2-849b-cd524412e511 = "${t:3.73}这种前所未有的病毒爆发病例..",
RD_76d61a38-b337-4e5c-967b-069bc254a47f = "${t:2.83}请在下午6点至早上6点期间待在家里-",
RD_77b2d173-b41d-46a4-9bc5-7b0fe75d8831 = "${t:59.99}[img=music][img=music][img=music]",
RD_796a1b0a-f2ea-41d3-9d0d-d493a7625944 = "${t:3.53}马尔德拉夫、罗斯伍德和西点县.",
RD_7c635ae5-7f74-4c1c-9812-df5a4a425aff = "${t:4.51}那些该死的傲慢家伙封锁了肯塔基州其他地区的重要道路网络,",
RD_7e2ab305-61fb-482a-b1f3-c41bf0e9a3c3 = "${t:4.54}从当地时间下午6点到早上6点开始,",
RD_8038a48d-2032-408a-9664-adf5be54e8d7 = "${t:4.33}这条消息由服务于河滨的紧急服务部门发布,",
RD_832b0f4f-1f37-4b58-a69a-75603b1ad109 = "${t:30.01}[img=music][img=music][img=music]",
RD_843fa90b-11d6-49e2-b95f-1e78aaeee665 = "${t:2.05}以及军方的傲慢.",
RD_88290370-bfad-4c75-a319-05abc2b00fb6 = "${t:30.29}[img=music][img=music][img=music]",
RD_8d8d00dd-3c74-46e0-8765-64e6ece3ca0c = "${t:6.12}猖獗的内乱使各县仅有的紧急服务不堪重负.",
RD_8fc479ba-684f-46b9-9480-3b749c94f564 = "${t:1.53}回到你那里.",
RD_90d14dd4-be3c-4d4f-9d19-bbbc907df64a = "${t:4.08}现在我们报道昨晚骚乱造成的损失; ",
RD_910963fe-d4bb-4df8-b4ee-14e110f2c10e = "${t:6.31}堪萨斯城国际机场有一名病人咬伤另一名乘客后, 机场内人员被隔离,",
RD_91a6be88-61f7-43b2-9756-b0d76ded380c = "${t:5.58}诺克斯病毒处于惰性状态, 给科学家更多时间研发疫苗.",
RD_92d0dfa1-d399-4189-8e3d-18d8f549628e = "${t:4.99}我们不知道这种诺克斯病毒会做什么, 但我可以告诉你, 它会改变人.",
RD_9589fd3d-5b52-4102-9df1-14e34d8d1271 = "${t:4.07}本台参与公共安全警报的启动.",
RD_95af9764-85e3-4558-b28c-b384142bf91f = "${t:1.76}滋滋...",
RD_96631939-ce46-47cf-89c9-6705449cc45c = "${t:1.45}这太气人了.",
RD_9697f3b7-075c-41fb-8e3d-d81fc50adbfd = "${t:2.91}我可以确认有一种疾病具有",
RD_99617708-0998-4394-aae0-2ccc98d3bab4 = "${t:6.48}这里是服务于河滨、马尔德拉夫、罗斯伍德和西点县的警察局.",
RD_9b86edb7-ab60-4c7c-8bc3-04da57b6e2fe = "${t:3.55}诺克斯县各地都有大量军事存在的报道.",
RD_9bf18c78-d899-422c-90d8-30219cbf11a0 = "${t:6.08}这无疑是严格且繁重的措施, 但这些步骤是保护你所必需的.",
RD_9d14c695-8f3d-45c8-b275-5872c280bb9f = "${t:5.44}我们正处于历史上最黑暗的时刻, 全球各国都在注视着我们.",
RD_9e5c82c6-096c-4a05-ab31-7f0c79cea66a = "${t:3.31}目前与 gated 社区的一名居民在一起.",
RD_9f3c7757-61ef-4489-8f9e-c437a0a3a5f3 = "${t:5.99}抢劫和恐慌性购买在各地变得更加频繁, 使工作人员不堪重负.",
RD_a08b44db-b3cb-46a1-b04c-633e8e5b2a37 = "${t:36.57}[img=music][img=music][img=music]",
RD_a2647098-85f5-4d67-a36e-2b3f3b7d45fc = "${t:3.34}你必须尽快前往当地医疗中心.",
RD_a2dfed6e-b63f-4d6c-8b97-f4886372ca26 = "${t:1.84}今天与第一天相比有些不同寻常,",
RD_a376d4b8-0d16-4138-9471-65ed0dee1c6f = "${t:11.47}[img=music][img=music][img=music]",
RD_a3cbac1c-631d-4b97-8cc1-c69c87dbb049 = "${t:5.14}诺克斯县的人们目前对令人担忧的病例感到紧张,",
RD_a48fe73e-7733-4e5e-a5a0-780e59ca1f11 = "${t:2.10}如果你出现以下症状,",
RD_a5231911-7072-46d4-ac1d-3e417cc91d33 = "${t:3.45}劫车者和偷油贼.",
RD_a625419f-312e-4788-8533-5f78f614a58d = "${t:4.13}已使紧急服务几乎陷入瘫痪状态,",
RD_aad553b4-9977-448d-9a4b-8c72f73398d2 = "${t:3.45}你所在地区的纵火犯和暴徒,",
RD_ab029312-3328-4675-bd3f-fc8e5fb867f7 = "${t:2.36}你对将军的声明有什么看法?",
RD_abba8432-7376-43ed-94c0-ef230365d1d7 = "${t:5.81}我们需要给他们更多时间. 但街上的无政府状态仍然是个问题.",
RD_b0c11ba4-5ecc-415e-a946-1a30d2dc8fef = "${t:0.63}*砰*",
RD_b15771de-e8a4-4de4-b5d4-7a3e926747b2 = "${t:4.04}我从远处看, 但可以看到营地那边有一些疲惫和受伤的士兵,",
RD_b235fd6b-d13f-4652-9beb-f39e385384f7 = "${t:4.11}我试着问过一个士兵, 但是没有回应,",
RD_b300307d-0ae2-43d8-9b67-cca513ef3a88 = "${t:29.61}[img=music][img=music][img=music]",
RD_b33ad9dc-425a-4c2d-bd94-f153d3cc1249 = "${t:4.17}从他们的表情来看, 好像经历了一场战争.",
RD_b6063a85-dfa9-4d87-821f-ca0e1c779801 = "${t:2.90}每个电台都应转播此消息.",
RD_b729f243-63cb-4880-833b-c09edee5f986 = "${t:3.84}我们甚至能听到某个居民家里举办夜间派对的声音.",
RD_b80f31e3-552b-4320-beba-56837939a37b = "${t:2.00}现在我的家人都病了.",
RD_bbcb08f0-daf9-463d-a52c-0bc742b1501b = "${t:2.30}好了, 停, 那边那个女人在咳血.",
RD_bbd48eef-df19-4fac-912d-e03523e0ee7a = "${t:6.62}路易斯维尔警察局与美国军方已下令全城撤离.",
RD_be1e3084-f570-44e4-999b-75bde3e8f7fb = "${t:4.52}我们再次回来为您带来诺克斯县的最新进展,",
RD_be810839-6b20-4dfa-8466-0280bf2d32a8 = "${t:5.99}这是警察局为河滨、马尔德拉夫、罗斯伍德和西点县发布的本地警报,",
RD_bea96cec-839a-4cfd-bb6c-1dc59d2e6d0d = "${t:1.63}我觉得这很可疑,",
RD_c0457169-1697-4873-8230-d38ef292f4a1 = "${t:3.15}我希望这些路障能尽快拆除. \"",
RD_c0621b1f-98dd-48d4-b9f7-9051dba7cef8 = "${t:2.66}如你所见, 人们都在各自忙碌,",
RD_c48bfab3-2260-4ac4-b885-ef8b8dabd479 = "${t:2.78}然后拒绝澄清.",
RD_c5c83085-e3b2-4a72-bacf-591c0c85c26a = "${t:6.39}混乱和暴力接踵而至, 那些先前感染这种未知疾病的人开始攻击他人,",
RD_c688d4c8-dd7b-4d93-8e0f-c6cb5f488db2 = "${t:52.13}[img=music][img=music][img=music]",
RD_c9fe9865-f92e-4982-989c-04549db55e85 = "${t:3.90}偶尔从边界区域传来枪声和爆炸声.",
RD_ca40f528-3221-4063-8957-6483d38778cc = "${t:3.33}疾病已被控制, 但公开的恐慌",
RD_cc0e38ff-3e10-417c-a6e4-97640ebd2e11 = "${t:4.72}马尔德拉夫一名纵火犯袭击了一户五口之家, 房屋被烧毁,",
RD_cfb9d0c9-cb71-43e2-ac3c-8f6895539a58 = "${t:2.92}骚乱在大都市区蔓延,",
RD_d0efb77c-5855-4f08-8fde-aa7bb4f02a2e = "${t:4.02}警察在河滨商业区与抢劫者发生冲突,",
RD_d4bd95d2-6574-4aec-b7ec-98c34f58aca1 = "${t:3.41}现在我们来听听约翰·麦格鲁将军的声明.",
RD_d4e24866-7e1b-44a4-954f-87c9155f7ef9 = "${t:59.99}[img=music][img=music][img=music]",
RD_d5778de3-b9b7-43d2-8510-6d530cb31ca1 = "${t:3.04}保护自己和社区.",
RD_d762ee71-1a32-42fc-9b48-a1880808297d = "${t:5.76}任何在外面被发现的人都将被当局或军队盘问和/或拘留.",
RD_d815ba44-8bc4-4676-b286-384333e417bb = "${t:4.33}他们正在拦截进出诺克斯县的车辆..",
RD_d9128e55-745d-4a48-b91a-b910ff3de194 = "${t:3.62}这个, 可以说诺克斯隔离区,",
RD_d93fb866-602c-4f46-b3df-47b622d4575d = "${t:2.76}*** 混乱 ***",
RD_da74217a-0251-4f28-91a0-33b0f6b7cc05 = "${t:3.80}我们建议市民保持冷静, 等待进一步消息.",
RD_dab0c57c-ade0-47e6-8c61-b02bd4e4f78a = "${t:3.49}我们离新闻车很远, 现在正在逃跑.",
RD_db276089-2c5b-45a5-92f1-28a1a3b0d0b9 = "${t:6.26}至少有7名示威者感染了诺克斯病毒, 并被救护车运走.",
RD_dca77025-3015-4d7f-ab64-3990d9e781e6 = "${t:2.42}以上是今天上午的报道.",
RD_dd439c92-c72b-434c-a529-850164edeb4a = "${t:2.81}我们已经报警, 但我们会保持低调.",
RD_dd44bfcb-6f50-452d-ba7f-0ad26fc5f3f1 = "${t:3.63}同时我们给科学家更多时间研发疫苗,",
RD_deaea1a0-7559-4875-93e2-19c507c16a6c = "${t:24.95}[img=music][img=music][img=music]",
RD_e2274deb-1d24-49d4-a6df-52b8b615c5f1 = "${t:29.56}[img=music][img=music][img=music]",
RD_e3402856-2eb7-4ea6-8d38-a269babda928 = "${t:3.62}你必须留下个人物品, 只打包必需品.",
RD_e405018f-ed97-43ca-a5fd-311387374ab0 = "${t:3.31}请仔细听以下消息.",
RD_e664aea8-a73f-4921-a771-2470f2367dad = "${t:4.17}尽管车辆减少, 军方人员不断巡逻.",
RD_e68c2bb7-a202-413b-97ed-cc17a273e8e4 = "${t:2.81}这阻碍了诺克斯县的经济发展",
RD_e6ef2432-a8ff-40f7-b9c9-f4fd4a4166fd = "${t:5.49}他们称之为"Beta XLII"的疫苗很快就会问世,",
RD_ea1cc656-1d3d-4f2a-850f-2615c9fbb5d9 = "${t:0.69}...",
RD_eb45b8b3-d8ec-4c4e-9816-204bbf5eb4f1 = "${t:4.40}许多人已经开始加固房屋并囤积物资.",
RD_ebb90650-640a-48cb-9f71-041b1a0dd1d8 = "${t:29.43}[img=music][img=music][img=music]",
RD_edeed0d4-d0ea-4d78-86e1-e1b14a9fe535 = "${t:3.11}喂, 你觉得这些军事例行演习怎么样?",
RD_ee6bc50f-0afd-4c29-8962-d8e7789d00cf = "${t:6.98}我们请求您配合, 避免社交聚集, 并与他人完全隔离.",
RD_eed6b83b-4cc2-44f0-8867-b4789c433bf6 = "${t:4.63}西点警方仍在追踪一群..",
RD_efb6e619-d180-41b1-bede-b73f4ce5d9bc = "${t:2.75}诺克斯县, 河滨镇, 市民们在进行日常活动,",
RD_f13f94e5-d5bb-4512-bd2e-f753c19fd386 = "${t:4.03}我们地方当局尚未收到任何明确的目的说明,",
RD_f1c03f74-a2ce-4dc3-956d-8b2175b58038 = "${t:6.02}我们相信您的参与将确保诺克斯县地区的安全.",
RD_f1ff70fa-ce46-4d53-baed-06ce26fa57dc = "${t:3.49}已对美国本土48州实施军事管制.",
RD_f212cd4c-f6c5-42a3-80ca-5bca9ee5ebdb = "${t:2.06}感谢您的配合",
RD_f2d9ce09-9a25-4095-9e17-35ac40a95dfb = "${t:4.45}路易斯维尔成千上万的人听到混乱声后陷入沉默,",
RD_f40b7c0a-fa0b-4371-96b9-a6ad072e553b = "${t:5.20}警方和医疗服务部门尚未就此事的严重性发表声明.",
RD_f4d8b621-1d02-4902-93d7-430d475e48fe = "${t:2.18}我们本来一开始就该都在家里的.",
RD_f536edf9-a637-4de1-aaf9-c9040b7beeec = "${t:2.24}以下症状为剧烈咳嗽,",
RD_f5c786fd-8451-4175-b751-bffac6e8f9da = "${t:3.13}我们已经看到房屋被完全封锁..",
RD_f66f23d4-c44f-4b63-b9be-854205120517 = "${t:3.63}市民们再次对感染者感到困惑",
RD_f6b79920-5b19-4795-8634-fc29c1ac05e7 = "${t:3.54}我们再也联系不上诺克斯县内的新闻团队了",
RD_fab39121-d783-4494-9c04-86964539ad29 = "${t:2.64}尽管将军发表了温和的声明,",
RD_fd426be3-a6c8-4617-b42a-e7f6ffce5e7e = "${t:4.17}我怀着深深的遗憾在全体媒体面前发言.",
RD_fde07462-a312-4812-a49a-4402ae40c1dc = "${t:4.46}嗯, 驻派当局之间存在沟通失误, 导致了这场争端.",
RM_0b6a8223-8e90-4d14-a813-9da654dd4add = "匪徒派对混音",
